œŒ–ﬂƒ Œ¬€… ÕŒÃ≈– «¿√–”« »; ÕŒÃ≈– “¬—;  ŒŒ–ƒ»Õ¿“¿ X;  ŒŒ–ƒ»Õ¿“¿ Y; —“¿“”—;  ¬–≈Ãﬂ «¿√–”« »; —Ã≈Õ¿; œŒ¬€—Œ“Õ¿ﬂ Œ“Ã≈“ ¿; «¿Ã≈◊¿Õ»≈ 
53;122;5;32;True;05.12.2017 9:39:16;;0;;
54;119;5;26;True;05.12.2017 9:39:16;;0;;
55;78;8;23;True;05.12.2017 9:39:16;;0;;
56;28;12;25;True;05.12.2017 9:39:17;;0;;
57;32;12;33;True;05.12.2017 9:39:17;;0;;
58;85;8;37;True;05.12.2017 9:39:17;;0;;
59;134;4;33;True;05.12.2017 9:39:17;;0;;
60;130;4;25;True;05.12.2017 9:39:17;;0;;
61;77;8;21;True;05.12.2017 9:39:17;;0;;
62;53;10;27;True;05.12.2017 9:39:17;;0;;
63;55;10;31;True;05.12.2017 9:39:18;;0;;
64;83;8;33;True;05.12.2017 9:39:18;;0;;
65;109;6;31;True;05.12.2017 9:39:18;;0;;
66;107;6;27;True;05.12.2017 9:39:18;;0;;
67;79;8;25;True;05.12.2017 9:39:18;;0;;
68;67;9;28;True;05.12.2017 9:39:18;;0;;
69;95;7;30;True;05.12.2017 9:39:19;;0;;
70;68;9;30;True;05.12.2017 9:39:19;;0;;
71;94;7;28;True;05.12.2017 9:39:19;;0;;
72;82;8;31;True;05.12.2017 9:39:19;;0;;
73;80;8;27;True;05.12.2017 9:39:19;;0;;
74;38;11;22;True;05.12.2017 9:39:19;;0;;
75;20;13;30;True;05.12.2017 9:39:19;;0;;
76;58;10;37;True;05.12.2017 9:39:20;;0;;
77;124;5;36;True;05.12.2017 9:39:20;;0;;
78;142;3;28;True;05.12.2017 9:39:20;;0;;
79;104;6;21;True;05.12.2017 9:39:20;;0;;
80;89;7;18;True;05.12.2017 9:39:20;;0;;
81;62;9;18;True;05.12.2017 9:39:20;;0;;
82;16;13;22;True;05.12.2017 9:39:20;;0;;
83;8;14;25;True;05.12.2017 9:39:21;;0;;
84;23;13;36;True;05.12.2017 9:39:21;;0;;
85;73;9;40;True;05.12.2017 9:39:21;;0;;
86;100;7;40;True;05.12.2017 9:39:21;;0;;
87;146;3;36;True;05.12.2017 9:39:21;;0;;
88;154;2;33;True;05.12.2017 9:39:21;;0;;
89;150;2;25;True;05.12.2017 9:39:21;;0;;
90;139;3;22;True;05.12.2017 9:39:22;;0;;
91;118;5;24;True;05.12.2017 9:39:22;;0;;
92;91;7;22;True;05.12.2017 9:39:22;;0;;
93;64;9;22;True;05.12.2017 9:39:22;;0;;
94;39;11;24;True;05.12.2017 9:39:22;;0;;
95;29;12;27;True;05.12.2017 9:39:22;;0;;
96;31;12;31;True;05.12.2017 9:39:23;;0;;
97;44;11;34;True;05.12.2017 9:39:23;;0;;
98;71;9;36;True;05.12.2017 9:39:23;;0;;
99;98;7;36;True;05.12.2017 9:39:23;;0;;
100;123;5;34;True;05.12.2017 9:39:23;;0;;
101;133;4;31;True;05.12.2017 9:39:24;;0;;
102;131;4;27;True;05.12.2017 9:39:34;;0;;
103;106;6;25;True;05.12.2017 9:39:35;;0;;
104;92;7;24;True;05.12.2017 9:39:35;;0;;
105;65;9;24;True;05.12.2017 9:39:35;;0;;
106;52;10;25;True;05.12.2017 9:39:35;;0;;
107;41;11;28;True;05.12.2017 9:39:35;;0;;
108;42;11;30;True;05.12.2017 9:39:35;;0;;
109;56;10;33;True;05.12.2017 9:39:36;;0;;
110;70;9;34;True;05.12.2017 9:39:36;;0;;
111;97;7;34;True;05.12.2017 9:39:36;;0;;
112;110;6;33;True;05.12.2017 9:39:36;;0;;
113;121;5;30;True;05.12.2017 9:39:36;;0;;
114;120;5;28;True;05.12.2017 9:39:36;;0;;
115;128;4;21;True;05.12.2017 9:39:37;;0;;
116;103;6;19;True;05.12.2017 9:39:37;;0;;
117;49;10;19;True;05.12.2017 9:39:37;;0;;
118;26;12;21;True;05.12.2017 9:39:37;;0;;
119;9;14;27;True;05.12.2017 9:39:38;;0;;
120;34;12;37;True;05.12.2017 9:39:40;;0;;
121;59;10;39;True;05.12.2017 9:39:42;;0;;
122;113;6;39;True;05.12.2017 9:39:44;;0;;
123;136;4;37;True;05.12.2017 9:39:46;;0;;
124;153;2;31;True;05.12.2017 9:39:47;;0;;
125;151;2;27;True;05.12.2017 9:39:47;;0;;
126;76;8;19;True;05.12.2017 9:39:48;;0;;
127;17;13;24;True;05.12.2017 9:39:48;;0;;
128;22;13;34;True;05.12.2017 9:39:48;;0;;
129;86;8;39;True;05.12.2017 9:39:48;;0;;
130;145;3;34;True;05.12.2017 9:39:48;;0;;
131;140;3;24;True;05.12.2017 9:39:48;;0;;
132;117;5;22;True;05.12.2017 9:39:49;;0;;
133;50;10;21;True;05.12.2017 9:39:49;;0;;
134;19;13;28;True;05.12.2017 9:39:49;;0;;
135;45;11;36;True;05.12.2017 9:39:49;;0;;
136;112;6;37;True;05.12.2017 9:39:49;;0;;
137;143;3;30;True;05.12.2017 9:39:49;;0;;
138;157;1;24;True;05.12.2017 9:39:49;;0;;
139;148;2;21;True;05.12.2017 9:39:50;;0;;
140;127;4;19;True;05.12.2017 9:39:50;;0;;
141;115;5;18;True;05.12.2017 9:39:50;;0;;
142;88;7;16;True;05.12.2017 9:39:50;;0;;
143;61;9;16;True;05.12.2017 9:39:50;;0;;
144;36;11;18;True;05.12.2017 9:39:50;;0;;
145;25;12;19;True;05.12.2017 9:39:50;;0;;
146;6;14;21;True;05.12.2017 9:39:51;;0;;
147;0;15;24;True;05.12.2017 9:39:51;;0;;
148;2;15;28;True;05.12.2017 9:39:51;;0;;
149;14;14;37;True;05.12.2017 9:39:51;;0;;
150;35;12;39;True;05.12.2017 9:39:51;;0;;
151;47;11;40;True;05.12.2017 9:39:51;;0;;
152;74;9;42;True;05.12.2017 9:39:52;;0;;
153;101;7;42;True;05.12.2017 9:39:52;;0;;
154;126;5;40;True;05.12.2017 9:39:52;;0;;
155;137;4;39;True;05.12.2017 9:39:52;;0;;
156;162;1;34;True;05.12.2017 9:39:52;;0;;
157;160;1;30;True;05.12.2017 9:39:52;;0;;
158;159;1;28;True;05.12.2017 9:39:52;;0;;
159;156;2;37;True;05.12.2017 9:39:53;;0;;
160;11;14;31;True;05.12.2017 9:39:53;;0;;
161;12;14;33;True;05.12.2017 9:39:53;;0;;
162;3;15;30;True;05.12.2017 9:39:53;;0;;
163;5;15;34;True;05.12.2017 9:39:53;;0;;
